player_id,player_name,nationality,team,position,age,market_value_eur,goals,assists,shots,expected_goals_xg,expected_assists_xa,successful_passes,key_passes,dribbles_attempted,successful_dribbles,tackles,interceptions,player_rating,performance_score,distance_covered_km,goals_per_90,assists_per_90,defensive_actions_per_90,cluster,playing_style
P00240,Manuel Seferovic,Swiss,Switzerland,Defender,21,3333626,0,2,6,0.22,0.04,504,7,12,1,43,47,3.977142857142857,40.642857142857146,150.5,0.0,0.0627270988716771,7.496114038675138,1,Creative Playmakers
P00241,Yann Elvedi,Swiss,Switzerland,Defender,28,4022060,1,1,7,0.06,0.01,326,6,3,0,47,25,3.76,38.01428571428571,122.5,0.0285714285714285,0.1353383458646616,6.45741690398716,1,Creative Playmakers
P00242,Ricardo Mbabu,Swiss,Switzerland,Defender,32,24594680,1,1,6,0.04,0.33,637,10,9,1,46,34,3.6885714285714286,37.47428571428571,128.8,0.1353383458646616,0.0659340659340659,7.00074510778556,1,Creative Playmakers
P00243,Stefan Okafor,Swiss,Switzerland,Defender,28,5080142,2,2,11,0.0,0.08,446,8,10,0,45,48,3.62,36.54857142857143,143.6,0.1798319327731092,0.2538461538461538,6.4207633472351295,1,Creative Playmakers
P00244,Fabian Ndoye,Swiss,Switzerland,Defender,29,2199411,1,0,9,0.21,0.52,483,5,14,2,65,26,4.485714285714286,44.64857142857143,168.4,0.0306122448979591,0.0,7.754153025015067,1,Creative Playmakers
P00245,Remo Jashari,Swiss,Switzerland,Defender,33,14987372,0,1,8,0.08,0.09,831,7,7,2,55,49,4.917142857142857,50.42,175.6,0.0,0.0414746543778801,8.711518817158616,1,Creative Playmakers
P00246,Haris Steiner,Swiss,Switzerland,Defender,31,14077436,0,0,6,0.03,0.23,757,17,6,0,55,38,4.054285714285714,41.111428571428576,163.1,0.0,0.0,6.029831097626364,1,Creative Playmakers
P00247,Granit Zakaria,Swiss,Switzerland,Midfielder,30,9211350,0,1,9,0.13,0.17,522,7,24,4,27,23,4.0685714285714285,40.65142857142857,155.2,0.0,0.0435835351089588,3.910748038097197,1,Creative Playmakers
P00248,Xherdan Aebischer,Swiss,Switzerland,Midfielder,30,12543362,3,2,18,0.89,2.4,718,23,23,6,42,11,3.442857142857143,34.54571428571428,145.4,0.115208900461593,0.1302599839185205,2.954623556005213,2,Defensive Specialists
P00249,Manuel Rieder,Swiss,Switzerland,Midfielder,24,35196222,4,4,24,0.27,1.86,1166,44,24,5,39,35,4.0685714285714285,41.637142857142855,173.9,0.12409381663113,0.1337464860720675,3.5128262772568952,0,Elite Attackers
P00250,Yann Blerim,Swiss,Switzerland,Midfielder,32,73190275,1,4,21,0.89,1.39,1031,38,35,10,34,20,3.8,39.20285714285714,153.3,0.0357142857142857,0.1329159856742903,2.964092534951042,0,Elite Attackers
P00251,Ricardo Kobal,Swiss,Switzerland,Midfielder,22,7641566,0,0,5,0.17,1.09,475,19,20,6,28,24,2.7342857142857144,28.768571428571427,132.5,0.0,0.0,2.6530668315237245,2,Defensive Specialists
P00252,Stefan Mvogo,Swiss,Switzerland,Midfielder,18,3743038,2,1,8,0.74,1.0,381,9,16,3,27,17,3.237142857142857,32.67714285714286,126.2,0.1292978208232445,0.0313588850174216,2.393099279268696,2,Defensive Specialists
P00253,Fabian Pfannenstiel,Swiss,Switzerland,Midfielder,21,6689149,4,3,16,0.32,1.93,712,32,26,5,29,20,4.171428571428572,42.55714285714286,200.6,0.1316241754323409,0.4873488580385132,2.9465510026720745,0,Elite Attackers
P00254,Remo Shaqiri,Swiss,Switzerland,Midfielder,29,5123179,0,1,7,0.34,0.87,455,17,20,4,28,23,3.3514285714285714,33.66857142857143,145.2,0.0,0.0292207792207792,2.928058103443616,2,Defensive Specialists
P00255,Granit Kobal,Swiss,Switzerland,Forward,23,97999154,6,4,69,7.95,0.77,656,43,72,30,10,3,4.328571428571428,42.917142857142856,151.6,0.2973075977378903,0.1295985786463827,0.7247829166172518,4,Balanced Players
P00256,Xherdan Mvogo,Swiss,Switzerland,Forward,23,1720821,5,0,23,1.5,0.2,179,9,28,9,13,5,3.185714285714285,32.92857142857143,116.8,0.1896480331262939,0.0,0.7925300346818442,2,Defensive Specialists
P00257,Manuel Pfannenstiel,Swiss,Switzerland,Forward,24,3640434,2,1,22,1.52,0.45,247,17,30,9,6,5,3.36,33.60857142857143,141.1,0.0669509594882729,0.0421545667447306,0.4522955935845036,2,Defensive Specialists
P00258,Yann Shaqiri,Swiss,Switzerland,Forward,22,6267349,9,1,29,1.48,1.21,309,12,36,12,18,5,4.757142857142857,47.77428571428571,207.8,0.3171210759913905,0.0309810671256454,1.275833291552787,4,Balanced Players
P00259,Ricardo Sommer,Swiss,Switzerland,Forward,30,14128461,2,3,34,0.55,0.48,271,16,23,5,5,6,3.608571428571429,36.42285714285714,106.6,0.1511688311688311,0.097284065141208,0.8762449811288012,2,Defensive Specialists
P00260,Stefan Zuber,Swiss,Switzerland,Forward,17,43439068,7,7,51,1.21,2.96,517,28,62,24,8,6,4.22,43.30285714285714,141.6,0.3886036791544764,0.2860119725721229,1.117734883410085,4,Balanced Players
P00261,Christian Hojbjerg,Danish,Denmark,Goalkeeper,31,1478667,0,0,0,0.0,0.0,231,5,3,0,0,10,2.4,25.12558139534884,125.2,0.0,0.0,0.945494552521395,2,Defensive Specialists
P00262,Pierre-Emile Christensen,Danish,Denmark,Goalkeeper,32,1014967,0,0,0,0.0,0.0,181,1,6,1,0,7,1.5813953488372092,16.28372093023256,84.2,0.0,0.0,0.8009026429782643,2,Defensive Specialists
P00263,Simon Wind,Danish,Denmark,Goalkeeper,25,5209601,0,0,0,0.0,0.0,234,4,5,0,0,5,1.967441860465116,21.41627906976744,99.4,0.0,0.0,0.7043393451314798,2,Defensive Specialists
P00264,Christian Maehle,Danish,Denmark,Defender,32,19203018,2,4,18,0.12,0.18,835,19,10,1,65,57,3.8232558139534887,38.079069767441865,191.7,0.0547780633150076,0.098051539912005,7.694904456579038,1,Creative Playmakers
P00265,Pierre-Emile Damsgaard,Danish,Denmark,Defender,28,7243042,1,2,8,0.05,0.6000000000000001,783,9,12,1,48,32,3.7860465116279074,37.44651162790698,166.1,0.032703488372093,0.0561910747957259,5.103031376593455,1,Creative Playmakers
P00266,Simon Dolberg,Danish,Denmark,Defender,25,11869878,1,3,10,0.1399999999999999,0.3,811,9,10,0,61,51,3.4069767441860463,34.93488372093023,176.1,0.0348837209302325,0.0700287431408414,5.898575650682035,1,Creative Playmakers
P00267,Andreas Lindstrom,Danish,Denmark,Defender,25,27038070,0,1,10,0.07,0.29,869,16,7,0,65,54,3.974418604651163,39.27209302325581,191.5,0.0,0.0232558139534883,7.144738970339241,1,Creative Playmakers
P00268,Joakim Maeland,Danish,Denmark,Defender,25,5505160,2,1,5,0.05,0.44,492,8,4,0,47,40,3.0744186046511626,31.655813953488373,149.5,0.0936910747957259,0.0805008944543828,5.634081413012745,1,Creative Playmakers
P00269,Rasmus Andersen,Danish,Denmark,Defender,30,148079777,2,1,9,0.15,0.11,939,8,14,1,48,43,3.358139534883721,33.867441860465114,154.0,0.0490956072351421,0.0232558139534883,5.535714517561384,1,Creative Playmakers
P00270,Mikkel Bah,Danish,Denmark,Defender,32,3316593,2,2,10,0.0999999999999999,0.16,558,9,11,1,59,57,3.827906976744186,39.35581395348837,185.0,0.0548343421471806,0.0974172114457185,6.767560790483796,1,Creative Playmakers
P00271,Kasper Cornelius,Danish,Denmark,Defender,31,20421618,2,1,2,0.04,0.2,706,11,7,1,44,42,3.453488372093023,35.141860465116274,147.4,0.0533795729634162,0.025217147660409,5.894557978652029,1,Creative Playmakers
P00272,Jannik Olsen,Danish,Denmark,Defender,25,14830801,1,0,9,0.08,0.32,887,4,10,2,77,43,4.0488372093023255,41.253488372093024,187.0,0.0634249471458773,0.0,6.663396208470401,1,Creative Playmakers
P00273,Christian Wass,Danish,Denmark,Midfielder,22,5818249,3,1,7,0.66,0.66,490,27,19,2,33,33,3.309302325581396,33.586046511627906,173.2,0.1061310782241014,0.023784355179704,3.5067096685370887,1,Creative Playmakers
P00274,Pierre-Emile Christensen,Danish,Denmark,Midfielder,21,4375323,1,3,18,0.23,0.86,744,31,35,9,38,25,3.4046511627906977,34.509302325581395,203.3,0.0232558139534883,0.0837511108130313,2.8521848944184343,0,Elite Attackers
P00275,Simon Poulsen,Danish,Denmark,Midfielder,23,4444778,0,4,10,0.4,0.6,573,18,23,4,38,25,3.597674418604651,36.47906976744186,169.7,0.0,0.1168507840674683,3.3730680922492144,1,Creative Playmakers
P00276,Andreas Vestergaard,Danish,Denmark,Midfielder,27,3285521,0,1,4,0.2,0.41,425,17,15,3,27,30,3.067441860465117,31.31860465116279,154.7,0.0,0.0282840980515399,3.183477813048773,2,Defensive Specialists
P00277,Joakim Skov,Danish,Denmark,Midfielder,28,12215380,6,3,24,0.47,1.52,893,32,26,4,35,20,3.52093023255814,35.06046511627907,173.3,0.1503561638769859,0.1399120050282841,2.855544799708308,0,Elite Attackers
P00278,Rasmus Laursen,Danish,Denmark,Midfielder,21,51708759,0,8,36,0.39,4.06,1579,51,47,13,43,33,5.281395348837209,53.746511627906976,237.2,0.0,0.4085019413778153,3.4458743790792408,0,Elite Attackers
P00279,Mikkel Hansen,Danish,Denmark,Midfielder,22,9054642,1,3,10,0.22,0.83,515,12,23,5,29,22,3.197674418604651,32.681395348837206,154.6,0.0255246738513896,0.1906976744186046,2.9178131050981877,2,Defensive Specialists
P00280,Kasper Hojbjerg,Danish,Denmark,Midfielder,27,3714891,0,5,17,0.46,0.63,778,29,26,7,43,31,4.130232558139535,41.58604651162791,221.4,0.0,0.2031635126076419,2.7935290031128006,0,Elite Attackers
P00281,Christian Skov,Danish,Denmark,Forward,30,25131000,6,3,53,5.95,1.26,496,29,48,17,21,5,4.034883720930233,40.2906976744186,185.1,0.2107494333111451,0.0875661452278209,1.1417536257083587,4,Balanced Players
P00282,Pierre-Emile Laursen,Danish,Denmark,Forward,24,4491253,2,3,28,2.46,0.49,336,10,45,12,21,7,3.832558139534884,38.40232558139535,183.8,0.0569296212333477,0.0708491076257436,1.4051603901298284,4,Balanced Players
P00283,Simon Hansen,Danish,Denmark,Forward,25,15469796,9,5,62,1.66,3.02,561,34,59,18,17,4,4.606976744186047,45.75813953488372,207.7,0.3601230374822565,0.1509594238058044,1.1955420899491191,4,Balanced Players
P00284,Andreas Hojbjerg,Danish,Denmark,Forward,24,21091317,9,5,53,3.41,1.3,600,44,75,27,19,5,4.488372093023256,45.1953488372093,215.5,0.235811053106673,0.1231001462333128,1.1439433990762111,4,Balanced Players
P00285,Joakim Christensen,Danish,Denmark,Forward,30,21394836,2,0,34,1.86,0.6599999999999999,307,14,26,3,14,6,3.567441860465117,36.03488372093023,169.4,0.0566195470436236,0.0,0.82262278428402,2,Defensive Specialists
P00286,Rasmus Wind,Danish,Denmark,Forward,19,11558415,5,6,40,1.7,0.6699999999999999,407,16,28,9,14,2,3.2674418604651163,33.21860465116279,145.8,0.1301587301587301,0.1794656381665202,1.0206007180878378,2,Defensive Specialists
P00287,Dusan Mitrovic,Serbian,Serbia,Goalkeeper,27,6169332,0,0,0,0.0,0.0,161,2,6,0,0,4,1.6904761904761905,18.164285714285715,86.8,0.0,0.0,0.7087622770640217,2,Defensive Specialists
P00288,Aleksandar Savic,Serbian,Serbia,Goalkeeper,32,15367273,0,2,0,0.0,0.0,225,6,2,0,0,7,2.442857142857143,25.316666666666663,113.7,0.0,4.285714285714286,0.8188681126754396,3,Box-to-Box Midfielders
P00289,Filip Milinkovic-Savic,Serbian,Serbia,Goalkeeper,30,11500373,0,0,0,0.0,0.0,211,3,8,1,0,6,2.026190476190476,20.63095238095238,98.7,0.0,0.0,0.7426800452730002,2,Defensive Specialists
P00290,Dusan Gudelj,Serbian,Serbia,Defender,22,2373393,1,1,13,0.08,0.05,578,6,10,0,65,45,3.928571428571429,39.92142857142857,210.1,0.0315126050420168,0.0306122448979591,6.944868786300354,1,Creative Playmakers
P00291,Aleksandar Kostic,Serbian,Serbia,Defender,33,1795550,1,0,9,0.07,0.04,536,10,7,0,62,48,3.754761904761904,38.08095238095238,164.2,0.0535714285714285,0.0,7.363523319901948,1,Creative Playmakers
P00292,Filip Pavlovic,Serbian,Serbia,Defender,26,3591411,2,1,4,0.11,0.24,578,8,4,0,62,60,3.55,36.55952380952381,185.7,0.0571428571428571,0.0793650793650793,6.635519148235575,1,Creative Playmakers
P00293,Sergej Milenkovic,Serbian,Serbia,Defender,26,1858290,0,0,7,0.02,0.08,492,8,6,0,51,41,2.980952380952381,30.069047619047616,148.4,0.0,0.0,6.155819527364927,1,Creative Playmakers
P00294,Nemanja Lazovic,Serbian,Serbia,Defender,20,14474979,1,0,11,0.06,0.2,820,11,6,1,33,29,3.642857142857143,37.28333333333334,129.5,0.0857142857142857,0.0,4.178577234351349,1,Creative Playmakers
P00295,Dusan Zivkovic,Serbian,Serbia,Defender,28,24464325,1,1,14,0.07,0.48,1236,22,7,0,56,50,3.7857142857142856,38.38095238095238,168.8,0.0246305418719211,0.0301810865191146,5.2730237700560805,1,Creative Playmakers
P00296,Lazar Ilic,Serbian,Serbia,Defender,26,8239354,4,2,9,0.04,0.1,892,9,12,2,49,46,4.440476190476191,44.25476190476191,192.0,0.1085595190072801,0.1151032702237521,8.244358095962555,1,Creative Playmakers
P00297,Strahinja Ristic,Serbian,Serbia,Defender,26,2805605,0,2,14,0.06,0.1399999999999999,552,4,10,1,59,49,3.407142857142857,34.2,170.0,0.0,0.0549450549450549,5.998126769376666,1,Creative Playmakers
P00298,Andrija Gudelj,Serbian,Serbia,Defender,30,2941465,0,1,6,0.1,0.24,424,8,6,1,51,34,3.05,30.92142857142857,144.1,0.0,0.0274725274725274,5.826325086866246,1,Creative Playmakers
P00299,Dusan Radonjic,Serbian,Serbia,Midfielder,28,3320547,1,0,18,0.43,0.76,701,29,26,6,38,24,3.723809523809524,37.142857142857146,203.5,0.0238095238095238,0.0,3.041616076040726,0,Elite Attackers
P00300,Aleksandar Lukic,Serbian,Serbia,Midfielder,30,8806216,2,7,19,0.33,0.8,963,40,35,9,41,25,3.973809523809524,39.84761904761905,183.2,0.0684523809523809,0.1811590192062877,4.075294630172102,0,Elite Attackers
P00301,Filip Maksimovic,Serbian,Serbia,Midfielder,21,2921182,4,4,27,0.41,0.98,733,29,28,6,41,33,4.0095238095238095,39.57380952380952,197.2,0.1345260045373053,0.109306878159861,3.5835704136037427,0,Elite Attackers
P00302,Sergej Jovic,Serbian,Serbia,Midfielder,21,36046905,5,6,33,1.06,1.95,1322,41,57,17,45,23,4.1,41.65,198.6,0.1360131230734158,0.231366847438276,2.871633195425321,0,Elite Attackers
P00303,Nemanja Jevtovic,Serbian,Serbia,Midfielder,29,54495695,4,8,24,0.58,3.0,1090,44,44,13,29,19,3.702380952380953,36.43095238095238,158.2,0.1090225563909774,0.3275988154254345,2.703312833197572,0,Elite Attackers
P00304,Dusan Terzic,Serbian,Serbia,Midfielder,27,3444232,2,3,17,0.51,1.55,766,24,29,8,49,31,4.657142857142857,47.55714285714286,215.8,0.0516351118760757,0.1204481792717086,4.024468449791895,0,Elite Attackers
P00305,Lazar Grujic,Serbian,Serbia,Midfielder,31,5695058,0,1,11,0.66,2.02,684,27,27,5,27,31,3.747619047619048,37.385714285714286,189.8,0.0,0.0238095238095238,2.567931849683384,1,Creative Playmakers
P00306,Strahinja Mitrovic,Serbian,Serbia,Midfielder,18,22149912,2,2,12,0.6,1.89,772,23,27,5,25,15,3.2,33.16190476190476,150.4,0.1011073663938372,0.0573058604793316,2.086426167839732,2,Defensive Specialists
P00307,Dusan Jevtovic,Serbian,Serbia,Forward,27,22323905,8,2,28,2.01,0.99,610,23,69,26,21,10,4.1761904761904765,41.32857142857143,204.2,0.2214529205479714,0.1117717898539816,1.5019604563957938,4,Balanced Players
P00308,Aleksandar Terzic,Serbian,Serbia,Forward,23,4010133,7,2,23,1.64,0.71,267,20,35,12,8,7,3.6404761904761904,36.53809523809524,162.4,0.2941266647504072,0.0553221288515406,0.8805917650759079,4,Balanced Players
P00309,Filip Grujic,Serbian,Serbia,Forward,27,19323119,5,7,34,1.98,0.74,384,24,38,13,12,5,3.2833333333333337,32.68571428571428,133.7,0.1988658678799523,0.2095070146274965,0.7478095384338909,4,Balanced Players
P00310,Sergej Mitrovic,Serbian,Serbia,Forward,26,8713600,3,3,24,1.73,1.8,371,16,52,17,11,4,3.8,38.58095238095238,134.3,0.2295080218467315,0.0787545787545787,0.9897628710635216,4,Balanced Players
P00311,Nemanja Savic,Serbian,Serbia,Forward,26,8704056,3,4,42,1.85,0.55,494,44,49,17,16,7,4.092857142857143,41.65,197.4,0.0799319727891156,0.2546768707482993,1.4982876373016247,0,Elite Attackers
P00312,Dusan Milinkovic-Savic,Serbian,Serbia,Forward,19,2164693,3,3,30,2.18,0.79,334,14,29,5,9,11,4.1,41.19285714285714,173.9,0.0871705231024205,0.1006184571477777,1.7997196534114646,4,Balanced Players
P00313,David Sabitzer,Austrian,Austria,Goalkeeper,31,7623596,0,1,0,0.0,0.0,127,3,2,0,0,3,1.775757575757576,18.593939393939397,59.0,0.0,2.727272727272727,0.3548563328799437,3,Box-to-Box Midfielders
P00314,Marcel Lainer,Austrian,Austria,Goalkeeper,21,11270723,0,0,0,0.0,0.0,147,1,2,0,0,8,1.993939393939394,20.98181818181818,74.4,0.0,0.0,0.6298307714594944,2,Defensive Specialists
P00315,Marko Baumgartlinger,Austrian,Austria,Goalkeeper,31,3398957,0,0,0,0.0,0.0,196,5,9,1,0,8,2.551515151515152,26.01818181818182,106.1,0.0,0.0,0.8336875469868217,2,Defensive Specialists
P00316,David Laimer,Austrian,Austria,Defender,25,3011509,0,1,7,0.03,0.13,507,4,15,2,45,40,3.8151515151515154,38.63939393939393,156.6,0.0,0.0395256916996047,6.434457453386849,1,Creative Playmakers
P00317,Marcel Kalajdzic,Austrian,Austria,Defender,33,10509185,1,1,8,0.26,0.09,605,6,4,0,41,37,3.103030303030303,31.46060606060606,97.8,0.0389610389610389,0.0470219435736677,6.002235809139612,2,Defensive Specialists
P00318,Marko Gregoritsch,Austrian,Austria,Defender,27,11777939,0,0,5,0.2299999999999999,0.16,767,7,10,2,66,43,4.687878787878788,47.375757575757575,175.4,0.0,0.0,7.718201766197663,1,Creative Playmakers
P00319,Konrad Posch,Austrian,Austria,Defender,27,11537444,1,0,4,0.06,0.33,524,8,8,1,33,33,3.587878787878788,35.52424242424242,116.6,0.0354191263282172,0.0,6.260014666903597,1,Creative Playmakers
P00320,Stefan Hinteregger,Austrian,Austria,Defender,24,57614882,1,1,11,0.02,0.34,690,7,7,1,57,51,4.021212121212121,40.15757575757576,149.0,0.0306435137895812,0.0320855614973262,7.174904951198472,1,Creative Playmakers
P00321,Maximilian Seiwald,Austrian,Austria,Defender,35,14524344,0,2,6,0.01,0.26,520,5,6,0,40,22,3.009090909090909,30.32424242424242,111.1,0.0,0.0609465440926115,5.371667911469832,2,Defensive Specialists
P00322,Florian Waldschmidt,Austrian,Austria,Defender,22,19613882,0,1,2,0.14,0.35,804,9,12,3,34,40,4.296969696969697,42.6,132.8,0.0,0.0303030303030303,7.098855041675529,1,Creative Playmakers
P00323,Xaver Kofler,Austrian,Austria,Defender,34,6937019,0,0,3,0.03,0.07,348,4,8,1,45,35,2.809090909090909,28.866666666666667,107.7,0.0,0.0,6.7828855722805095,2,Defensive Specialists
P00324,Philipp Friedl,Austrian,Austria,Defender,24,15509447,2,1,7,0.1,0.15,706,8,11,1,44,36,4.209090909090909,41.96969696969697,149.9,0.0919540229885057,0.0413223140495867,7.137136025241665,1,Creative Playmakers
P00325,David Ulmer,Austrian,Austria,Midfielder,30,86025691,6,3,27,0.45,1.79,1242,58,47,14,41,22,4.757575757575758,47.42121212121212,162.1,0.1956844217385553,0.0997971602434077,4.097017608444075,0,Elite Attackers
P00326,Marcel Dembir,Austrian,Austria,Midfielder,22,5930635,2,3,15,0.28,0.87,615,22,16,4,20,24,3.415151515151515,33.80909090909091,122.2,0.1105169340463458,0.1454151908697363,2.673622515333745,2,Defensive Specialists
P00327,Marko Borrmann,Austrian,Austria,Midfielder,18,3323085,0,2,7,0.44,1.03,365,9,20,5,25,14,2.378787878787879,25.17878787878788,105.4,0.0,0.0898395721925133,2.2130544971843,2,Defensive Specialists
P00328,Konrad Bardi,Austrian,Austria,Midfielder,27,20618666,0,1,12,0.15,0.24,468,15,18,5,19,24,2.715151515151515,27.99090909090909,92.3,0.0,0.0313479623824451,2.7881734836387917,2,Defensive Specialists
P00329,Stefan Muhl,Austrian,Austria,Midfielder,25,6862820,2,4,10,0.08,1.92,593,28,24,5,36,25,5.012121212121213,50.66666666666666,193.6,0.0719696969696969,0.141426886019532,4.126293186979939,0,Elite Attackers
P00330,Maximilian Bavoli,Austrian,Austria,Midfielder,24,20082412,4,2,9,0.6,1.47,682,29,27,6,18,21,4.43030303030303,44.30909090909091,148.8,0.5579080446407811,0.0769230769230769,3.3421943990549465,4,Balanced Players
P00331,Florian Kick,Austrian,Austria,Midfielder,33,11730967,1,2,28,0.5800000000000001,0.65,785,28,37,11,22,22,3.9909090909090903,40.20909090909091,155.8,0.0313479623824451,0.0963438735177865,2.9819501950117937,0,Elite Attackers
P00332,Xaver Sabitzer,Austrian,Austria,Midfielder,21,16312197,3,3,29,1.6,2.31,895,43,31,6,35,23,4.227272727272728,43.2060606060606,166.3,0.2075137338295233,0.2048354356966797,3.324659512942352,0,Elite Attackers
P00333,David Muhl,Austrian,Austria,Forward,18,11207976,5,4,35,2.46,0.28,506,34,57,21,9,7,4.754545454545455,48.124242424242425,171.8,0.3281529663623249,0.2234340128725155,1.0471742135906306,4,Balanced Players
P00334,Marcel Bavoli,Austrian,Austria,Forward,28,19983488,5,1,40,2.36,1.09,435,26,47,17,14,3,4.303030303030303,42.93030303030303,162.1,0.1717983516725154,0.0336700336700336,0.8294545787309262,4,Balanced Players
P00335,Marko Kick,Austrian,Austria,Forward,29,77319536,3,4,37,1.2,0.53,484,24,37,14,11,5,3.9484848484848487,39.95151515151515,107.1,0.1023859861069163,0.1335080582068533,0.7479319316910259,4,Balanced Players
P00336,Konrad Sabitzer,Austrian,Austria,Forward,26,3310909,4,2,23,1.1,0.43,234,13,30,8,12,6,3.490909090909091,34.53333333333333,121.1,0.1225895316804407,0.0627705627705627,1.080854099978046,2,Defensive Specialists
P00337,Stefan Lainer,Austrian,Austria,Forward,26,61390857,11,3,64,3.2,0.87,668,40,80,33,16,8,5.418181818181819,54.27575757575757,185.4,0.5453309418586688,0.1100431189363995,1.4027896563690834,4,Balanced Players
P00338,Maximilian Baumgartlinger,Austrian,Austria,Forward,26,5122912,3,2,14,0.93,0.4,251,13,27,9,11,4,3.8666666666666663,38.74848484848485,140.79999999999998,0.1381040131040131,0.0686133486766398,0.8585588891321891,4,Balanced Players
P00339,Robert Zielinski,Polish,Poland,Goalkeeper,28,1713925,0,0,0,0.0,0.0,153,5,4,0,0,1,1.523076923076923,16.21282051282051,74.60000000000001,0.0,0.0,0.3968215438757053,2,Defensive Specialists
P00340,Piotr Glik,Polish,Poland,Goalkeeper,27,5858673,0,1,0,0.0,0.0,263,6,10,0,0,11,2.7948717948717947,28.53846153846154,138.4,0.0,2.3076923076923075,1.177339527361578,3,Box-to-Box Midfielders
P00341,Jan Milik,Polish,Poland,Goalkeeper,33,1755377,0,0,0,0.0,0.0,168,2,5,0,0,7,1.671794871794872,17.894871794871793,87.4,0.0,0.0,0.5365562846813504,2,Defensive Specialists
P00342,Robert Krychowiak,Polish,Poland,Defender,27,7306230,0,3,13,0.06,0.3999999999999999,714,6,8,1,62,44,4.079487179487179,41.2948717948718,145.2,0.0,0.09375,8.547974055335086,1,Creative Playmakers
P00343,Piotr Szymanski,Polish,Poland,Defender,20,6807322,1,0,6,0.21,0.41,878,13,6,0,71,52,4.282051282051282,43.74358974358975,204.5,0.0303643724696356,0.0,7.586689452071503,1,Creative Playmakers
P00344,Jan Bednarek,Polish,Poland,Defender,29,1867106,1,0,7,0.07,0.03,418,6,11,0,59,43,4.105128205128205,41.75897435897436,151.6,0.0256410256410256,0.0,8.11714981050579,1,Creative Playmakers
P00345,Arkadiusz Dawidowicz,Polish,Poland,Defender,31,8671826,0,2,4,0.02,0.27,408,5,8,0,48,30,3.551282051282051,35.98461538461539,117.4,0.0,0.0650054171180931,5.757853717792584,1,Creative Playmakers
P00346,Grzegorz Piatek,Polish,Poland,Defender,26,3165157,2,1,10,0.09,0.05,421,4,6,0,46,50,3.420512820512821,34.96153846153846,131.8,0.0562851782363977,0.0961538461538461,7.585816173199308,1,Creative Playmakers
P00347,Krzysztof Grosicki,Polish,Poland,Defender,27,5761189,2,1,7,0.03,0.09,718,5,10,1,40,45,4.205128205128205,42.282051282051285,163.5,0.1940464598692446,0.1098901098901098,7.072542593729179,1,Creative Playmakers
P00348,Mateusz Frankowski,Polish,Poland,Defender,31,10570804,1,0,6,0.02,0.38,404,4,15,1,35,39,2.841025641025641,29.423076923076923,126.6,0.0378310214375788,0.0,5.251478633603632,2,Defensive Specialists
P00349,Jakub Helik,Polish,Poland,Defender,18,3656412,1,1,7,0.04,0.14,579,5,8,2,65,46,3.835897435897436,38.86666666666667,172.4,0.0292112950340798,0.026525198938992,6.3290500111895645,1,Creative Playmakers
P00350,Kamil Jozwiak,Polish,Poland,Defender,24,9705472,1,0,10,0.02,0.03,501,10,11,2,65,35,3.787179487179487,38.287179487179486,152.6,0.1538461538461538,0.0,7.115326049082258,1,Creative Playmakers
P00351,Robert Swierczok,Polish,Poland,Midfielder,31,17650534,5,4,22,0.67,1.93,1148,48,47,13,50,33,4.78974358974359,48.42564102564102,218.9,0.1428571428571428,0.1794871794871795,4.156399195022745,0,Elite Attackers
P00352,Piotr Cash,Polish,Poland,Midfielder,27,81075176,1,6,28,0.46,1.68,979,42,41,11,33,17,3.323076923076923,33.54615384615384,141.7,0.0281425891181988,0.2676841937405317,2.3464549761446016,0,Elite Attackers
P00353,Jan Rybus,Polish,Poland,Midfielder,32,2666185,1,1,18,0.51,1.29,607,24,28,6,40,29,3.807692307692308,38.74871794871795,192.2,0.0339366515837104,0.0299700299700299,3.381357448021017,1,Creative Playmakers
P00354,Arkadiusz Puchacz,Polish,Poland,Midfielder,23,8726917,1,0,8,0.1999999999999999,0.11,594,18,19,3,30,20,3.430769230769231,34.80769230769231,162.1,0.0303643724696356,0.0,2.6241555448246903,1,Creative Playmakers
P00355,Grzegorz Skoras,Polish,Poland,Midfielder,21,6697432,0,2,17,0.36,1.16,736,22,35,10,44,33,4.305128205128205,44.64358974358974,195.6,0.0,0.0880566801619433,4.335832414123383,0,Elite Attackers
P00356,Krzysztof Urbański,Polish,Poland,Midfielder,28,10952936,2,0,18,0.67,1.11,715,14,23,5,55,31,4.294871794871795,43.67692307692308,223.8,0.0615384615384615,0.0,4.199991473629802,1,Creative Playmakers
P00357,Mateusz Kozlowski,Polish,Poland,Midfielder,25,96310144,5,5,25,0.38,1.0,1241,43,49,19,26,21,3.6743589743589737,36.51282051282051,156.1,0.18986354210404,0.1409932413290245,1.7767816727489545,4,Balanced Players
P00358,Jakub Zielinski,Polish,Poland,Midfielder,25,37809770,4,4,31,0.8,0.89,972,26,40,14,31,18,3.830769230769231,39.06410256410256,146.0,0.1123916733672831,0.4326681362880457,3.1252063453611982,4,Balanced Players
P00359,Robert Skoras,Polish,Poland,Forward,34,12927808,3,1,54,1.9,1.03,492,29,52,19,17,7,3.8923076923076927,39.19230769230769,176.8,0.0945273631840795,0.1153846153846153,1.1582983296483729,4,Balanced Players
